i	lep_n	lep_etot	lep_pt_0	lep_pt_1	lep_pt_2	lep_pt_3	lep_pt_4	lep_theta_0	lep_theta_1	lep_theta_2	lep_theta_3	lep_theta_4	lep_phi_0	lep_phi_1	lep_phi_2	lep_phi_3	lep_phi_4	lep_e_0	lep_e_1	lep_e_2	lep_e_3	lep_e_4	jet_DH_n	jet_DH_pt_0	jet_DH_pt_1	jet_DH_pt_2	jet_DH_pt_3	jet_DH_theta_0	jet_DH_theta_1	jet_DH_theta_2	jet_DH_theta_3	jet_DH_phi_0	jet_DH_phi_1	jet_DH_phi_2	jet_DH_phi_3	jet_DH_e_0	jet_DH_e_1	jet_DH_e_2	jet_DH_e_3	jet_KT_R05_n	jet_KT_R05_pt_0	jet_KT_R05_pt_1	jet_KT_R05_pt_2	jet_KT_R05_pt_3	jet_KT_R05_theta_0	jet_KT_R05_theta_1	jet_KT_R05_theta_2	jet_KT_R05_theta_3	jet_KT_R05_phi_0	jet_KT_R05_phi_1	jet_KT_R05_phi_2	jet_KT_R05_phi_3	jet_KT_R05_e_0	jet_KT_R05_e_1	jet_KT_R05_e_2	jet_KT_R05_e_3	jet_KT_R07_n	jet_KT_R07_pt_0	jet_KT_R07_pt_1	jet_KT_R07_pt_2	jet_KT_R07_pt_3	jet_KT_R07_theta_0	jet_KT_R07_theta_1	jet_KT_R07_theta_2	jet_KT_R07_theta_3	jet_KT_R07_phi_0	jet_KT_R07_phi_1	jet_KT_R07_phi_2	jet_KT_R07_phi_3	jet_KT_R07_e_0	jet_KT_R07_e_1	jet_KT_R07_e_2	jet_KT_R07_e_3	
47	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	21.974	8.456	76.208	24.335	0.881	0.407	2.037	2.778	0.191	-2.593	1.158	-1.847	33.4	26.372	87.516	83.808	4.0	6.299	18.248	38.588	34.766	0.804	2.343	2.173	1.892	0.353	-1.91	1.142	1.174	8.984	25.683	47.03	36.874	4.0	8.49	39.743	36.512	24.921	0.645	2.171	1.867	2.371	0.312	1.124	1.195	-1.763	14.744	48.647	38.87	37.476	
48	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	18.252	139.094	29.289	51.4	0.436	0.398	2.562	2.924	2.623	-1.277	2.56	-0.981	45.378	370.366	55.797	247.915	4.0	11.243	24.496	39.863	138.182	0.403	2.562	2.945	0.422	2.518	2.497	-0.847	-1.371	28.741	45.317	204.559	337.615	4.0	13.525	21.867	39.863	138.586	0.437	2.586	2.945	0.421	2.499	2.481	-0.847	-1.372	32.26	41.785	204.559	339.343	
49	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	29.176	48.288	101.041	3.493	0.703	0.141	0.58	3.052	-1.446	1.359	0.559	0.799	49.376	352.311	185.255	49.956	4.0	59.041	39.694	19.78	32.431	0.57	0.584	0.799	0.121	0.526	0.616	-1.257	1.356	109.512	72.13	27.771	267.86	4.0	6.932	22.573	33.257	107.627	1.015	0.808	0.123	0.543	1.606	-1.174	1.362	0.544	8.925	31.983	271.322	210.197	
50	2.0	26.427	13.218	9.24	-	-	-	0.975	1.084	-	-	-	-2.421	-2.393	-	-	-	15.971	10.456	-	-	-	4.0	28.22	11.442	52.229	6.313	0.989	0.491	0.893	2.961	-0.731	0.905	-2.878	0.266	34.091	27.712	75.524	46.692	4.0	24.772	16.643	12.613	28.22	1.008	1.037	1.013	0.989	3.03	-3.051	-2.208	-0.731	29.5	19.695	15.493	34.091	4.0	6.113	13.581	28.22	41.545	0.974	1.028	0.989	1.012	1.509	-2.172	-0.731	3.105	7.821	16.647	34.091	49.885	
51	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	30.143	17.295	56.32	83.226	0.387	0.207	0.498	3.029	0.172	0.774	-2.279	3.076	84.923	89.907	121.409	750.985	4.0	16.796	12.284	45.818	84.157	0.276	0.222	0.507	3.021	0.316	0.259	-2.352	3.098	61.72	55.783	94.535	698.446	4.0	7.435	32.045	45.818	84.157	0.407	0.258	0.507	3.021	-1.599	0.29	-2.352	3.098	19.057	125.754	94.535	698.446	
52	1.0	121.586	62.229	-	-	-	-	0.537	-	-	-	-	0.983	-	-	-	-	121.586	-	-	-	-	4.0	6.685	9.798	87.436	28.608	2.595	2.829	0.624	0.123	2.258	-0.7	2.819	-2.883	14.204	37.874	152.504	241.324	4.0	4.374	12.043	72.706	30.923	0.358	0.54	0.64	0.175	0.506	3.118	2.811	-2.956	12.542	23.613	121.986	177.634	4.0	4.374	12.179	73.602	33.414	0.358	0.532	0.643	0.178	0.506	3.137	2.819	-2.975	12.542	24.297	123.334	189.02	
53	2.0	349.89	56.208	18.76	-	-	-	2.971	1.51	-	-	-	3.105	-0.371	-	-	-	331.095	18.795	-	-	-	4.0	18.67	4.543	76.522	3.522	1.456	0.089	2.115	3.105	-0.349	2.161	-1.918	1.397	19.869	63.859	91.486	103.204	4.0	7.146	11.608	35.297	34.768	1.688	1.318	2.158	2.135	-0.47	-0.275	-1.997	-1.888	7.211	12.658	42.525	41.398	4.0	6.615	69.961	10.167	11.239	1.516	2.147	1.118	1.571	-1.767	-1.943	-0.538	-0.279	7.11	83.923	12.044	11.888	
54	2.0	627.778	125.718	8.259	-	-	-	2.937	0.954	-	-	-	-1.703	0.617	-	-	-	617.653	10.126	-	-	-	4.0	10.332	67.234	66.953	5.96	0.64	0.982	1.564	2.981	-2.445	0.629	0.011	-1.858	20.488	86.747	69.951	48.42	4.0	18.056	49.765	34.006	27.167	1.624	1.564	1.102	0.98	0.228	-0.021	0.665	0.506	18.527	50.972	38.838	33.232	4.0	10.079	46.076	10.924	68.689	0.685	1.104	1.043	1.603	0.559	0.535	1.143	0.055	16.355	51.92	13.776	71.681	
55	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	5.758	248.28	68.477	48.804	0.309	0.466	1.53	2.507	-1.851	0.936	-3.072	2.104	20.543	560.262	72.381	99.701	4.0	12.649	54.113	47.388	236.453	1.753	1.59	2.368	0.463	2.945	-3.039	2.109	0.968	13.388	55.004	68.757	529.742	4.0	15.125	57.381	48.038	238.495	1.878	1.544	2.378	0.463	2.993	-3.025	2.106	0.974	17.14	59.368	70.595	534.481	
56	1.0	566.166	322.549	-	-	-	-	0.606	-	-	-	-	-0.544	-	-	-	-	566.166	-	-	-	-	4.0	21.219	346.494	36.817	2.553	2.397	1.602	2.186	0.054	-2.383	2.511	1.241	-0.082	37.126	349.625	56.051	62.303	4.0	17.421	305.951	41.666	31.302	2.154	1.643	1.312	1.921	-2.279	2.493	2.641	1.494	21.567	306.9	43.573	33.501	4.0	17.421	305.951	41.666	34.652	2.154	1.643	1.312	1.965	-2.279	2.493	2.641	1.493	21.567	306.9	43.573	38.338	
57	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	115.872	9.648	91.586	51.682	1.125	0.401	1.379	3.006	1.867	-1.043	1.048	-1.242	131.487	33.201	95.402	390.783	4.0	82.71	30.7	44.757	87.211	1.121	1.228	3.017	1.382	1.867	1.775	-1.305	1.038	92.265	32.709	359.961	89.598	4.0	11.745	80.709	44.757	113.315	1.207	1.406	3.017	1.149	1.35	1.006	-1.305	1.842	13.044	82.707	359.961	124.974	
58	1.0	10.1	9.114	-	-	-	-	1.125	-	-	-	-	1.185	-	-	-	-	10.1	-	-	-	-	4.0	11.084	63.348	46.824	36.767	0.416	0.698	1.55	3.008	-0.466	1.829	0.467	-2.701	31.403	106.809	47.471	291.633	4.0	18.316	30.418	44.534	46.96	1.017	3.016	1.521	0.682	1.177	-2.608	0.471	1.963	22.006	242.823	44.732	75.437	4.0	18.316	30.418	47.916	49.434	1.017	3.016	1.541	0.678	1.177	-2.608	0.453	2.011	22.006	242.823	48.875	80.653	
59	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	11.187	59.144	48.005	150.685	2.613	1.928	0.611	0.247	2.817	-1.469	-0.474	1.497	26.133	69.127	88.58	631.799	4.0	7.838	32.241	51.104	135.934	2.069	0.589	1.839	0.23	2.546	-0.53	-1.494	1.481	9.512	58.357	53.567	596.926	4.0	9.957	36.266	54.017	136.307	1.202	0.559	1.793	0.23	-0.422	-0.443	-1.529	1.479	11.838	69.244	56.756	598.731	
60	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	13.75	10.279	19.234	34.964	0.638	0.507	1.011	2.88	0.937	-2.726	-1.115	0.683	26.889	24.675	24.651	143.511	4.0	4.593	13.754	20.815	14.538	1.001	2.862	2.828	1.146	1.334	0.613	0.835	-1.219	5.762	49.891	67.623	16.266	4.0	6.073	7.604	16.713	34.366	0.943	1.096	1.164	2.844	-2.338	1.543	-1.144	0.747	8.028	9.505	19.034	117.514	
61	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	37.585	31.01	52.391	3.432	0.24	0.242	0.335	3.042	-0.191	1.0	-1.562	-1.009	158.961	137.302	163.287	48.979	4.0	18.889	24.963	16.399	33.472	0.293	0.328	0.245	0.223	-1.645	-1.315	0.567	-0.212	65.409	77.722	67.706	151.613	4.0	21.386	25.624	21.901	33.472	0.296	0.33	0.212	0.223	-1.722	-1.297	0.658	-0.212	73.566	79.454	104.139	151.613	
62	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	36.982	9.161	92.302	9.806	2.327	2.824	1.193	0.209	-1.924	1.985	-2.54	0.922	52.337	37.388	100.64	62.33	4.0	13.432	23.078	54.012	33.107	1.373	1.204	1.146	2.351	-2.511	-2.638	-2.529	-1.965	13.74	24.897	59.59	46.883	4.0	7.047	7.227	33.443	93.497	2.135	0.851	2.357	1.201	2.664	2.416	-1.955	-2.538	9.016	10.346	47.775	102.019	
63	1.0	8.336	3.463	-	-	-	-	0.428	-	-	-	-	-0.508	-	-	-	-	8.336	-	-	-	-	4.0	22.531	23.22	7.093	47.479	0.656	0.16	2.851	0.173	-0.109	-0.627	0.179	1.476	39.305	154.195	32.775	284.318	4.0	5.911	14.991	18.457	37.635	0.264	0.594	0.179	0.151	-0.704	-0.271	-0.028	1.225	22.705	27.041	103.496	249.479	4.0	9.776	14.991	18.457	38.853	0.916	0.594	0.179	0.153	-2.359	-0.271	-0.028	1.242	13.324	27.041	103.496	255.684	
64	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	41.327	13.164	24.45	8.616	0.702	0.501	2.517	2.93	-0.316	-2.324	-2.743	-0.347	73.356	34.434	44.003	50.197	4.0	4.969	5.257	18.857	30.292	2.212	1.358	2.545	0.69	2.795	-0.259	-2.556	-0.613	6.561	5.583	33.77	47.856	4.0	6.41	28.411	11.203	20.58	1.165	0.646	1.141	2.52	-1.718	-0.659	-0.479	-2.562	7.432	47.608	13.284	35.814	
65	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	13.604	16.093	12.59	89.829	0.624	0.482	3.005	2.59	-1.711	1.028	-2.231	-0.857	27.879	41.36	98.534	177.672	4.0	11.825	12.008	30.412	44.993	2.761	2.982	2.649	2.437	-1.266	-1.66	-0.718	-0.933	31.981	75.675	64.396	69.621	4.0	11.12	13.053	46.571	40.981	0.633	2.984	2.44	2.698	0.29	-1.601	-0.962	-0.87	19.81	83.134	72.659	96.5	
66	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	6.645	116.231	116.671	8.775	2.708	2.333	0.648	0.248	0.34	-2.847	0.43	-3.118	18.065	174.536	197.838	42.445	4.0	38.039	68.345	8.838	108.705	0.658	0.622	2.361	2.302	0.48	0.412	2.438	-2.802	62.482	117.583	12.919	146.502	4.0	68.345	42.968	13.773	108.705	0.622	0.657	2.229	2.302	0.412	0.545	2.315	-2.802	117.583	71.522	18.715	146.502	
67	1.0	639.437	454.391	-	-	-	-	2.351	-	-	-	-	-1.784	-	-	-	-	639.437	-	-	-	-	4.0	34.232	1.456	7.021	435.9	2.332	3.083	0.29	0.985	-1.749	1.629	-0.702	1.585	47.769	31.692	32.801	533.249	4.0	82.809	298.855	32.128	48.87	0.917	0.96	2.351	1.383	1.457	1.57	-1.773	1.799	104.605	365.039	45.231	49.832	4.0	83.897	298.855	34.232	50.83	0.911	0.96	2.332	1.405	1.448	1.57	-1.749	1.784	106.77	365.039	47.769	52.141	
68	1.0	7.23	4.576	-	-	-	-	0.686	-	-	-	-	-0.822	-	-	-	-	7.23	-	-	-	-	4.0	15.878	28.212	122.892	2.14	0.331	1.004	1.581	3.09	-2.353	0.255	-1.229	0.564	56.236	43.566	125.408	50.634	4.0	26.864	73.695	19.167	10.912	1.569	1.557	1.804	1.803	-1.384	-1.214	-1.169	-0.071	26.918	73.867	19.98	11.778	4.0	7.604	7.655	18.463	121.453	0.839	0.638	1.588	1.591	-2.317	-0.995	0.019	-1.237	11.073	13.339	20.294	123.295	
69	1.0	387.912	291.539	-	-	-	-	2.291	-	-	-	-	-3.049	-	-	-	-	387.912	-	-	-	-	4.0	11.544	197.252	212.514	1.79	2.44	2.108	1.791	0.042	2.876	-1.084	-0.91	-1.631	19.924	239.557	218.687	59.413	4.0	25.574	77.24	90.285	209.627	2.241	2.065	2.019	1.8	-1.09	-1.144	-1.088	-0.912	32.684	87.961	100.209	215.353	4.0	10.319	28.276	167.459	212.514	0.953	2.288	2.041	1.791	-2.215	-1.077	-1.114	-0.91	13.819	37.864	188.171	218.687	
70	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	29.606	25.689	56.871	9.525	2.764	2.964	2.637	0.212	-1.814	-0.177	-0.182	1.34	89.519	147.125	117.836	67.503	4.0	9.126	15.107	20.053	56.871	2.916	2.931	2.817	2.637	-0.042	-0.598	-1.761	-0.182	40.775	72.532	62.953	117.836	4.0	12.264	15.107	20.053	56.871	2.924	2.931	2.817	2.637	0.044	-0.598	-1.761	-0.182	56.976	72.532	62.953	117.836	
71	1.0	7.084	3.814	-	-	-	-	0.569	-	-	-	-	2.947	-	-	-	-	7.084	-	-	-	-	4.0	75.605	61.365	13.575	23.869	0.766	0.876	0.384	3.031	-1.964	-1.193	1.444	1.445	110.905	83.395	44.869	225.616	4.0	35.558	24.81	26.217	65.477	0.875	0.865	2.992	0.779	-1.419	-1.113	1.354	-1.968	46.579	32.888	176.425	93.328	4.0	35.558	24.81	27.232	68.888	0.875	0.865	2.99	0.749	-1.419	-1.113	1.372	-1.956	46.579	32.888	180.573	102.051	
72	2.0	381.449	181.682	8.286	-	-	-	2.633	1.378	-	-	-	-0.942	2.181	-	-	-	373.006	8.443	-	-	-	4.0	9.784	23.21	139.721	59.289	2.608	2.439	1.25	0.119	2.031	-0.64	2.105	1.914	23.335	46.055	149.933	509.356	4.0	32.766	27.452	11.371	136.739	0.125	0.143	2.603	1.265	1.944	1.827	-0.912	2.133	263.323	192.132	22.377	143.779	4.0	8.029	12.529	60.955	136.739	1.163	2.63	0.133	1.265	-0.329	-0.87	1.897	2.133	9.395	25.987	459.183	143.779	
73	1.0	83.15	62.113	-	-	-	-	2.298	-	-	-	-	2.008	-	-	-	-	83.15	-	-	-	-	4.0	7.546	10.419	37.331	86.154	2.478	2.726	0.348	0.173	-0.971	2.339	-2.012	-0.282	14.167	29.947	114.204	510.709	4.0	4.985	39.959	35.531	26.884	0.469	0.182	0.146	0.306	-1.609	-0.457	-0.43	-1.957	11.178	220.572	244.246	89.324	4.0	5.564	39.959	36.422	29.745	0.91	0.182	0.146	0.315	1.309	-0.457	-0.445	-1.94	7.519	220.572	251.116	96.348	
74	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	5.786	7.732	91.879	2.564	2.686	2.414	1.606	0.146	0.356	-2.073	1.89	-2.421	14.654	14.537	99.307	23.864	4.0	3.344	33.917	45.058	6.626	1.027	1.691	1.619	1.009	3.103	1.94	1.9	1.244	4.07	34.348	45.2	8.108	4.0	4.141	35.635	47.965	7.802	2.595	1.696	1.572	1.051	-2.752	1.977	1.9	1.21	8.317	36.683	48.931	9.548	
75	1.0	241.767	205.662	-	-	-	-	1.017	-	-	-	-	1.073	-	-	-	-	241.767	-	-	-	-	4.0	19.035	15.729	257.381	23.562	0.51	0.395	2.654	2.954	1.619	-1.195	-1.978	2.971	45.973	51.332	551.482	141.44	4.0	80.271	171.205	11.317	30.821	2.645	2.662	1.025	2.782	-1.977	-1.985	1.245	-2.825	168.784	370.958	13.856	87.743	4.0	7.939	12.977	32.562	251.474	0.664	0.965	2.793	2.657	-2.257	1.147	-2.867	-1.983	13.558	16.842	95.84	539.742	
76	1.0	507.907	133.454	-	-	-	-	2.876	-	-	-	-	-2.464	-	-	-	-	507.907	-	-	-	-	4.0	7.91	10.516	59.883	51.139	2.702	2.986	0.492	0.316	0.558	-2.788	1.25	-2.665	20.797	73.313	133.928	172.969	4.0	6.719	7.608	42.478	43.165	2.861	0.493	0.303	0.476	-2.606	0.656	-2.864	1.307	24.285	16.315	142.495	94.358	4.0	7.119	9.003	43.165	44.166	1.083	0.494	0.476	0.296	-2.121	0.561	1.307	-2.885	8.671	19.34	94.358	151.668	
77	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	14.074	12.735	78.96	36.511	0.566	0.592	2.77	2.992	-2.966	0.049	0.826	-0.374	30.458	28.809	220.278	253.44	4.0	5.285	5.491	35.227	72.841	0.953	0.597	2.962	2.778	-2.202	2.975	0.016	0.776	6.815	9.906	197.569	204.624	4.0	6.428	6.837	36.224	72.841	0.607	0.967	2.962	2.778	0.585	-2.361	0.0	0.776	11.701	8.989	202.407	204.624	
78	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	19.834	12.477	33.545	64.137	0.591	0.455	1.889	2.438	0.58	-2.182	2.135	-0.085	44.881	36.475	36.087	112.401	4.0	4.993	5.083	30.739	63.243	1.019	1.258	1.875	2.267	3.139	-0.229	2.078	-0.0	6.167	5.471	32.487	82.978	4.0	6.625	8.319	34.656	65.423	0.897	1.036	1.915	2.287	2.997	-0.397	2.144	-0.024	9.082	10.377	38.054	87.933	
79	1.0	402.739	101.552	-	-	-	-	0.255	-	-	-	-	2.338	-	-	-	-	402.739	-	-	-	-	4.0	29.044	20.154	72.737	4.248	0.282	0.873	0.749	3.034	-2.182	0.107	1.97	1.641	108.747	32.125	109.972	48.142	4.0	4.851	6.457	20.181	66.501	1.494	0.937	0.315	0.741	-0.34	-0.435	-2.004	1.896	5.008	8.298	65.389	98.889	4.0	6.246	11.295	20.181	66.501	0.844	1.145	0.315	0.741	2.709	-0.394	-2.004	1.896	8.92	13.306	65.389	98.889	
80	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	8.781	37.71	101.847	15.404	2.657	2.566	1.397	0.332	-1.732	0.951	1.84	-1.338	22.2	76.536	109.884	59.717	4.0	5.342	13.091	16.633	91.845	1.116	2.735	2.261	1.507	-2.225	0.925	1.029	1.859	6.192	33.446	22.097	92.499	4.0	9.102	11.759	16.633	95.128	0.663	2.762	2.261	1.526	1.679	0.877	1.029	1.859	15.701	31.981	22.097	97.046	
81	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	53.11	73.102	25.827	1.942	0.269	0.285	0.92	3.087	1.114	1.571	0.317	-2.927	200.84	267.253	37.493	48.215	4.0	20.23	54.419	15.021	50.053	0.285	0.319	0.793	0.287	1.65	1.415	0.351	1.177	72.03	173.399	21.646	176.605	4.0	9.09	15.021	52.045	74.336	0.941	0.793	0.279	0.307	1.163	0.351	1.179	1.482	11.932	21.646	188.803	246.784	
82	1.0	31.464	22.325	-	-	-	-	2.353	-	-	-	-	-2.082	-	-	-	-	31.464	-	-	-	-	4.0	10.786	10.44	26.634	45.043	2.546	2.854	0.242	0.234	0.463	-2.656	1.375	-2.303	21.586	42.324	117.758	199.172	4.0	4.33	4.815	6.23	29.079	2.766	0.243	0.455	0.215	2.757	1.62	-1.371	-2.389	11.905	20.016	14.291	136.188	4.0	8.175	9.12	12.045	33.29	0.394	0.751	0.26	0.211	-1.388	0.531	1.801	-2.485	21.546	14.247	47.308	159.646	
83	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	90.695	61.297	3.836	9.05	1.718	1.452	3.11	0.084	2.244	1.178	-1.149	-0.565	93.136	69.402	130.067	125.701	4.0	19.853	19.036	18.216	89.728	1.115	1.364	1.748	1.715	1.205	1.388	1.22	2.234	22.201	20.037	18.631	91.75	4.0	8.269	21.758	41.821	91.804	0.555	1.846	1.187	1.728	-1.665	1.181	1.339	2.247	16.225	23.537	47.228	94.749	
84	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	23.263	8.059	126.332	3.032	2.45	2.854	1.043	0.095	-1.136	2.619	-1.591	0.734	38.555	35.07	147.382	39.356	4.0	3.758	4.696	15.7	122.651	0.622	1.923	2.498	1.062	-1.39	-1.472	-1.085	-1.597	6.56	5.221	26.311	140.821	4.0	4.469	4.696	17.59	126.332	0.977	1.923	2.493	1.043	1.269	-1.472	-1.144	-1.591	5.78	5.221	29.444	147.382	
85	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	23.484	11.515	37.554	62.791	0.756	0.202	2.714	2.657	0.253	-2.717	-1.235	2.662	43.28	66.717	94.324	143.266	4.0	14.629	27.75	19.762	27.384	2.639	2.546	2.539	2.667	2.761	2.5	-3.074	-1.143	30.511	49.993	35.238	60.175	4.0	7.617	21.724	42.055	31.179	0.521	2.505	2.585	2.685	0.356	-3.117	2.59	-1.087	15.826	37.598	80.504	71.594	
86	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	16.348	5.846	27.232	62.776	0.899	0.202	2.967	2.762	0.395	-2.677	2.838	-0.488	25.641	35.578	160.305	178.041	4.0	15.148	18.188	19.425	21.787	2.838	2.795	3.005	2.434	-0.416	-0.558	2.94	-0.484	50.651	53.674	142.785	33.57	4.0	6.562	19.425	21.787	36.199	1.171	3.005	2.434	2.83	-0.3	2.94	-0.484	-0.555	7.689	142.785	33.57	118.834	
87	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	7.984	13.109	60.685	66.743	0.315	0.313	2.898	2.96	1.983	-0.917	-3.0	1.826	30.234	46.469	260.558	376.295	4.0	24.597	38.652	22.915	29.65	2.966	2.949	2.934	2.9	1.949	2.007	-3.093	-3.045	140.642	202.283	111.375	123.827	4.0	26.955	25.883	8.519	65.407	2.935	2.896	0.77	2.958	-3.081	-3.054	-0.36	1.963	131.267	106.378	13.055	357.751	
88	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	26.085	11.298	19.111	61.159	2.453	2.818	0.94	0.811	-1.471	2.661	0.233	-2.596	42.442	46.884	28.881	94.759	4.0	5.173	43.008	12.835	22.544	1.0	0.906	1.297	2.501	-0.419	-2.531	-2.504	-1.482	6.305	54.849	13.727	38.165	4.0	9.303	50.261	11.38	22.544	1.522	0.918	1.237	2.501	-2.341	-2.541	-0.164	-1.482	10.079	64.237	13.472	38.165	
89	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	14.976	54.773	172.29	149.449	0.987	0.25	0.477	2.833	0.414	-3.051	2.664	-0.513	23.357	227.359	377.195	504.84	4.0	19.846	32.575	151.123	165.571	0.267	0.275	2.8	0.472	2.949	-3.132	-0.476	2.685	75.184	120.188	450.603	364.542	4.0	7.584	52.169	151.314	169.954	0.818	0.271	2.8	0.478	0.967	3.075	-0.474	2.682	11.186	195.372	452.3	370.771	
90	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	17.868	25.58	21.273	16.747	2.64	2.813	0.477	0.416	2.678	0.711	-1.917	1.129	40.924	89.31	51.641	50.351	4.0	5.48	7.751	7.982	14.162	0.957	2.514	0.968	2.844	-2.111	2.312	1.459	1.227	6.979	13.489	10.315	48.427	4.0	8.677	9.692	10.328	17.782	0.354	2.271	2.453	2.832	-2.165	0.223	2.199	1.238	25.306	13.629	16.9	58.68	
91	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	34.933	20.606	32.757	6.387	0.317	0.521	2.108	3.023	-1.716	1.051	-1.042	1.068	120.924	48.005	39.422	67.119	4.0	5.472	5.802	21.7	29.813	0.398	1.003	0.361	2.035	0.358	1.337	-1.584	-1.06	14.247	7.221	61.62	33.912	4.0	12.4	13.181	7.059	29.813	0.3	0.423	1.025	2.035	-1.464	-1.604	-2.364	-1.06	42.186	32.409	9.05	33.912	
92	1.0	36.555	25.374	-	-	-	-	0.767	-	-	-	-	-0.104	-	-	-	-	36.555	-	-	-	-	4.0	12.657	40.584	53.076	107.331	0.797	0.255	2.474	3.001	0.303	-2.032	-1.852	1.593	20.521	166.678	87.797	772.356	4.0	15.92	20.745	48.808	102.961	0.206	0.346	2.499	3.003	-2.05	-1.789	-1.877	1.597	77.9	61.379	81.712	745.057	4.0	15.92	22.717	49.463	102.961	0.206	0.357	2.503	3.003	-2.05	-1.791	-1.883	1.597	77.9	65.284	83.353	745.057	
93	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	123.338	8.2	60.755	10.232	2.894	2.57	2.651	0.199	-2.155	1.881	-1.496	0.194	504.152	19.138	130.995	67.518	4.0	34.478	86.821	32.868	23.817	2.88	2.892	2.618	2.713	-2.075	-2.168	-1.515	-1.568	133.281	351.774	65.888	57.657	4.0	6.704	8.289	56.665	121.193	0.686	1.006	2.662	2.889	0.791	-0.348	-1.537	-2.142	11.229	10.454	123.545	485.054	
94	1.0	12.19	7.341	-	-	-	-	0.646	-	-	-	-	-1.868	-	-	-	-	12.19	-	-	-	-	4.0	10.663	29.042	18.189	20.289	2.378	2.838	0.531	0.498	0.366	2.432	1.039	-1.97	17.6	103.723	41.665	48.931	4.0	4.186	9.076	19.118	9.381	0.872	2.801	2.707	0.765	1.835	2.507	2.226	-2.064	5.653	27.216	45.519	13.912	4.0	6.156	7.748	12.603	28.072	0.861	0.959	0.788	2.747	0.512	1.619	-2.233	2.32	8.486	10.204	18.791	73.393	
95	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	13.099	28.049	83.714	31.669	0.412	0.892	1.863	2.974	-2.219	0.208	-2.604	0.759	38.088	48.402	89.194	201.301	4.0	9.202	23.109	61.269	34.928	1.391	1.579	1.968	2.894	-0.106	-2.654	-2.584	0.735	9.547	23.265	66.942	142.495	4.0	13.173	23.109	62.279	34.928	1.553	1.579	1.976	2.894	-0.05	-2.654	-2.595	0.735	14.056	23.265	68.609	142.495	
96	1.0	18.573	9.788	-	-	-	-	2.586	-	-	-	-	1.429	-	-	-	-	18.573	-	-	-	-	4.0	15.683	5.474	76.478	10.867	2.493	3.023	2.326	0.206	1.3	-2.758	-1.99	0.147	29.358	53.327	109.185	63.765	4.0	5.686	5.935	29.611	41.512	1.389	2.661	2.386	2.317	-0.363	1.752	-2.014	-2.046	5.997	12.935	43.214	57.524	4.0	9.468	65.324	7.057	7.751	2.198	2.365	2.633	1.224	-1.618	-2.057	1.805	-0.421	12.448	93.555	14.704	8.8	
